# SignalP-5.0	Organism: euk	Timestamp: 20260406234044
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
A5HY62	OTHER	0.002713	0.997287	
A5HY63	OTHER	0.000388	0.999612	
A5HY67	OTHER	0.000474	0.999526	
A5HYB0	OTHER	0.000155	0.999845	
A5HYC0	OTHER	0.000671	0.999329	
A5HYC1	OTHER	0.001180	0.998820	
A5HYC2	OTHER	0.067590	0.932410	
A5HYC3	OTHER	0.002252	0.997748	
A5HYC6	OTHER	0.000967	0.999033	
A5HYG9	OTHER	0.000595	0.999405	
A5HYL0	OTHER	0.000991	0.999009	
A5HYL3	OTHER	0.202688	0.797312	
A5HYR4	OTHER	0.058329	0.941671	
A5HYR7	OTHER	0.498860	0.501140	
A5HYU4	OTHER	0.183440	0.816560	
A5HYU6	OTHER	0.002715	0.997285	
A5HYV4	OTHER	0.000659	0.999341	
A5HYV5	OTHER	0.005339	0.994661	
A5HYV8	OTHER	0.068473	0.931527	
A5HYW7	OTHER	0.001834	0.998166	
A5HYW8	OTHER	0.000593	0.999407	
A5HYW9	OTHER	0.001197	0.998803	
A5HYX0	OTHER	0.000429	0.999571	
A5HYY0	OTHER	0.000709	0.999291	
A5HYY2	OTHER	0.000516	0.999484	
A5HYZ3	OTHER	0.000557	0.999443	
A5HYZ4	OTHER	0.001638	0.998362	
A5HYZ5	OTHER	0.006850	0.993150	
A5HYZ6	OTHER	0.001893	0.998107	
A5HZ44	OTHER	0.000664	0.999336	
A5HZ46	OTHER	0.001477	0.998523	
A5HZ81	OTHER	0.003739	0.996261	
A5HZF9	OTHER	0.000705	0.999295	
A5HZM6	OTHER	0.001166	0.998834	
A5HZP3	OTHER	0.003678	0.996322	
A5HZR8	OTHER	0.000641	0.999359	
A5HZW4	OTHER	0.012972	0.987028	
A5HZY4	OTHER	0.003561	0.996439	
A5I013	OTHER	0.012660	0.987340	
A5I020	OTHER	0.003383	0.996617	
A5I076	OTHER	0.034036	0.965964	
A5I0A2	OTHER	0.000578	0.999422	
A5I0B2	OTHER	0.000598	0.999402	
A5I0B5	OTHER	0.001950	0.998050	
A5I0B6	OTHER	0.001074	0.998926	
A5I0I2	OTHER	0.001075	0.998925	
A5I0I7	OTHER	0.001239	0.998761	
A5I0L1	OTHER	0.000502	0.999498	
A5I0T6	OTHER	0.000943	0.999057	
A5I0V9	OTHER	0.000554	0.999446	
A5I0Y0	OTHER	0.001536	0.998464	
A5I109	OTHER	0.000868	0.999132	
A5I112	OTHER	0.000219	0.999781	
A5I123	OTHER	0.014152	0.985848	
A5I141	OTHER	0.000343	0.999657	
A5I1C6	OTHER	0.001509	0.998491	
A5I1D0	OTHER	0.001653	0.998347	
A5I1F6	OTHER	0.000277	0.999723	
A5I1H8	OTHER	0.000361	0.999639	
A5I1T7	OTHER	0.000725	0.999275	
A5I1T8	OTHER	0.165937	0.834063	
A5I1T9	OTHER	0.005662	0.994338	
A5I1U9	OTHER	0.000394	0.999606	
A5I1V2	OTHER	0.000989	0.999011	
A5I1V4	OTHER	0.243744	0.756256	
A5I1Z6	OTHER	0.056347	0.943653	
A5I209	OTHER	0.000541	0.999459	
A5I230	OTHER	0.002392	0.997608	
A5I231	OTHER	0.000852	0.999148	
A5I232	OTHER	0.001299	0.998701	
A5I237	OTHER	0.001558	0.998442	
A5I238	OTHER	0.000749	0.999251	
A5I241	OTHER	0.001079	0.998921	
A5I243	OTHER	0.001202	0.998798	
A5I246	OTHER	0.001767	0.998233	
A5I247	OTHER	0.001581	0.998419	
A5I290	SP(Sec/SPI)	0.935815	0.064185	CS pos: 28-29. VSA-AP. Pr: 0.6933
A5I293	OTHER	0.000551	0.999449	
A5I2B0	OTHER	0.000622	0.999378	
A5I2B1	OTHER	0.011472	0.988528	
A5I2C8	OTHER	0.000849	0.999151	
A5I2N5	OTHER	0.001010	0.998990	
A5I2Q2	OTHER	0.000276	0.999724	
A5I2Q6	OTHER	0.001420	0.998580	
A5I2R7	OTHER	0.000260	0.999740	
A5I2S0	OTHER	0.022929	0.977071	
A5I2S3	OTHER	0.000753	0.999247	
A5I2S9	OTHER	0.001241	0.998759	
A5I2V8	OTHER	0.000664	0.999336	
A5I2Y6	OTHER	0.000799	0.999201	
A5I2Z6	OTHER	0.000234	0.999766	
A5I2Z8	OTHER	0.000455	0.999545	
A5I303	OTHER	0.000835	0.999165	
A5I305	OTHER	0.000347	0.999653	
A5I322	OTHER	0.000459	0.999541	
A5I323	OTHER	0.002380	0.997620	
A5I336	OTHER	0.001491	0.998509	
A5I338	OTHER	0.000797	0.999203	
A5I365	OTHER	0.000947	0.999053	
A5I367	OTHER	0.000730	0.999270	
A5I3B0	OTHER	0.000238	0.999762	
A5I3N8	OTHER	0.001259	0.998741	
A5I3S8	OTHER	0.256270	0.743730	
A5I421	OTHER	0.000733	0.999267	
A5I426	OTHER	0.002944	0.997056	
A5I427	OTHER	0.001511	0.998489	
A5I4H0	OTHER	0.000209	0.999791	
A5I4I1	OTHER	0.006389	0.993611	
A5I4I4	OTHER	0.001194	0.998806	
A5I4I7	OTHER	0.001824	0.998176	
A5I4I8	OTHER	0.000635	0.999365	
A5I4I9	OTHER	0.000858	0.999142	
A5I4J0	OTHER	0.000465	0.999535	
A5I4J3	OTHER	0.000212	0.999788	
A5I4K0	OTHER	0.001423	0.998577	
A5I4K2	OTHER	0.020686	0.979314	
A5I4L0	OTHER	0.000951	0.999049	
A5I4L5	OTHER	0.000546	0.999454	
A5I4L9	OTHER	0.000162	0.999838	
A5I4M7	OTHER	0.000628	0.999372	
A5I4M9	OTHER	0.000308	0.999692	
A5I4N0	OTHER	0.001817	0.998183	
A5I4N4	OTHER	0.002234	0.997766	
A5I4N7	OTHER	0.001361	0.998639	
A5I4R8	OTHER	0.000441	0.999559	
A5I4S1	OTHER	0.000685	0.999315	
A5I4T0	OTHER	0.001224	0.998776	
A5I4T1	OTHER	0.001153	0.998847	
A5I4T9	OTHER	0.000412	0.999588	
A5I4V0	OTHER	0.000475	0.999525	
A5I4W6	OTHER	0.000878	0.999122	
A5I4X1	OTHER	0.001923	0.998077	
A5I4Y5	OTHER	0.054947	0.945053	
A5I4Y9	OTHER	0.000737	0.999263	
A5I4Z0	OTHER	0.000435	0.999565	
A5I4Z5	OTHER	0.000814	0.999186	
A5I4Z9	OTHER	0.000792	0.999208	
A5I526	OTHER	0.000265	0.999735	
A5I539	OTHER	0.000481	0.999519	
A5I557	OTHER	0.005512	0.994488	
A5I5A4	OTHER	0.002085	0.997915	
A5I5E9	OTHER	0.000731	0.999269	
A5I5I4	OTHER	0.000693	0.999307	
A5I5J5	OTHER	0.002840	0.997160	
A5I5M0	OTHER	0.000532	0.999468	
A5I5M8	OTHER	0.001550	0.998450	
A5I5N6	OTHER	0.000657	0.999343	
A5I5N8	OTHER	0.000451	0.999549	
A5I5Q4	OTHER	0.001418	0.998582	
A5I5Q5	OTHER	0.003187	0.996813	
A5I5R9	OTHER	0.001054	0.998946	
A5I5U3	OTHER	0.000864	0.999136	
A5I5U9	OTHER	0.001086	0.998914	
A5I5V2	OTHER	0.001149	0.998851	
A5I5V9	OTHER	0.001394	0.998606	
A5I5W0	OTHER	0.016115	0.983885	
A5I5W1	OTHER	0.001350	0.998650	
A5I5W2	OTHER	0.000527	0.999473	
A5I5Y9	OTHER	0.071350	0.928650	
A5I5Z5	OTHER	0.001016	0.998984	
A5I5Z6	OTHER	0.001160	0.998840	
A5I603	OTHER	0.001311	0.998689	
A5I618	OTHER	0.000308	0.999692	
A5I619	OTHER	0.001788	0.998212	
A5I626	OTHER	0.001114	0.998886	
A5I627	OTHER	0.001927	0.998073	
A5I639	OTHER	0.000664	0.999336	
A5I640	OTHER	0.001359	0.998641	
A5I641	OTHER	0.000359	0.999641	
A5I644	OTHER	0.000298	0.999702	
A5I647	OTHER	0.001227	0.998773	
A5I656	OTHER	0.000289	0.999711	
A5I657	OTHER	0.000457	0.999543	
A5I666	OTHER	0.003014	0.996986	
A5I675	OTHER	0.000213	0.999787	
A5I684	OTHER	0.001501	0.998499	
A5I694	OTHER	0.001668	0.998332	
A5I6D5	OTHER	0.000361	0.999639	
A5I6D9	OTHER	0.001002	0.998998	
A5I6E1	OTHER	0.000510	0.999490	
A5I6E9	OTHER	0.002026	0.997974	
A5I6F1	OTHER	0.000310	0.999690	
A5I6F2	OTHER	0.000339	0.999661	
A5I6G2	OTHER	0.000679	0.999321	
A5I6G9	OTHER	0.000744	0.999256	
A5I6K2	OTHER	0.000395	0.999605	
A5I6L0	OTHER	0.000548	0.999452	
A5I6L1	OTHER	0.000247	0.999753	
A5I6L8	OTHER	0.001326	0.998674	
A5I6N2	OTHER	0.001314	0.998686	
A5I6N3	OTHER	0.000542	0.999458	
A5I6P3	OTHER	0.000504	0.999496	
A5I6U5	OTHER	0.000804	0.999196	
A5I6V8	OTHER	0.002147	0.997853	
A5I6W0	OTHER	0.001464	0.998536	
A5I6W1	OTHER	0.000592	0.999408	
A5I6W2	OTHER	0.000386	0.999614	
A5I6W5	OTHER	0.000527	0.999473	
A5I6W6	OTHER	0.004755	0.995245	
A5I6W7	OTHER	0.000297	0.999703	
A5I6W9	OTHER	0.000479	0.999521	
A5I6X1	OTHER	0.000411	0.999589	
A5I6Z7	OTHER	0.000277	0.999723	
A5I705	OTHER	0.000478	0.999522	
A5I720	OTHER	0.001332	0.998668	
A5I721	OTHER	0.000569	0.999431	
A5I723	OTHER	0.001247	0.998753	
A5I738	OTHER	0.001478	0.998522	
A5I748	OTHER	0.000729	0.999271	
A5I760	OTHER	0.000528	0.999472	
A5I761	OTHER	0.000562	0.999438	
A5I768	OTHER	0.000418	0.999582	
A5I785	OTHER	0.000495	0.999505	
A5I788	OTHER	0.004833	0.995167	
A5I798	OTHER	0.006352	0.993648	
A5I7A3	OTHER	0.000616	0.999384	
A5I7B1	OTHER	0.000286	0.999714	
A5I7B2	OTHER	0.000299	0.999701	
A5I7C2	OTHER	0.001117	0.998883	
A5I7D5	OTHER	0.001931	0.998069	
A5I7E5	OTHER	0.001792	0.998208	
A5I7G3	OTHER	0.000769	0.999231	
A5I7H2	OTHER	0.001298	0.998702	
A5I7H7	OTHER	0.000856	0.999144	
A5I7I4	OTHER	0.002487	0.997513	
A5I7I5	OTHER	0.004654	0.995346	
A5I7K8	OTHER	0.000648	0.999352	
A5I7L3	OTHER	0.002439	0.997561	
A5I7L4	OTHER	0.000671	0.999329	
A5I7M6	OTHER	0.001151	0.998849	
A5I7M8	OTHER	0.000664	0.999336	
A5I7M9	OTHER	0.000274	0.999726	
A5I7N1	OTHER	0.000566	0.999434	
A5I7N4	OTHER	0.000905	0.999095	
A5I7P2	OTHER	0.000288	0.999712	
A5I7P3	OTHER	0.001296	0.998704	
A5I7P4	OTHER	0.000360	0.999640	
A5I7P8	OTHER	0.001862	0.998138	
A5I7Q1	OTHER	0.000570	0.999430	
A5I7R5	OTHER	0.002139	0.997861	
A5I7S3	OTHER	0.001900	0.998100	
A5I7T7	OTHER	0.000568	0.999432	
A5I7U0	OTHER	0.001832	0.998168	
A5I7U4	OTHER	0.000405	0.999595	
A5I7V0	OTHER	0.000939	0.999061	
A5I7W9	OTHER	0.001199	0.998801	
A5I7X4	OTHER	0.000589	0.999411	
A5I7X8	OTHER	0.000561	0.999439	
A5I7Y4	OTHER	0.002162	0.997838	
A5I7Y9	OTHER	0.007243	0.992757	
A5I7Z3	OTHER	0.000473	0.999527	
A5I816	OTHER	0.001458	0.998542	
A5HXP8	OTHER	0.002520	0.997480	
A5HXQ0	OTHER	0.000537	0.999463	
A5HXS6	OTHER	0.000905	0.999095	
A5HXS7	OTHER	0.000291	0.999709	
A5HXS8	OTHER	0.000663	0.999337	
A5HXT2	OTHER	0.001727	0.998273	
A5HXV1	OTHER	0.000867	0.999133	
A5HXV3	OTHER	0.000190	0.999810	
A5HXV8	OTHER	0.000454	0.999546	
A5HXV9	SP(Sec/SPI)	0.991126	0.008874	CS pos: 24-25. VMA-AP. Pr: 0.4958
A5HXW2	OTHER	0.000427	0.999573	
A5HXW9	OTHER	0.007717	0.992283	
A5HXX0	OTHER	0.001430	0.998570	
A5HXY5	OTHER	0.000851	0.999149	
A5HXZ2	OTHER	0.008993	0.991007	
A5HXZ9	OTHER	0.003585	0.996415	
A5HY00	OTHER	0.001565	0.998435	
A5HY15	OTHER	0.000956	0.999044	
A5HY31	OTHER	0.000994	0.999006	
A5HY35	OTHER	0.000204	0.999796	
A5HY40	OTHER	0.004045	0.995955	
A5HY43	OTHER	0.014962	0.985038	
A5HY44	OTHER	0.000581	0.999419	
A5HY46	OTHER	0.001451	0.998549	
A5HY48	OTHER	0.013677	0.986323	
A5HY49	OTHER	0.000692	0.999308	
A5HY51	OTHER	0.000349	0.999651	
A5HY53	OTHER	0.000632	0.999368	
A5HY59	OTHER	0.002508	0.997492	
A5HY66	OTHER	0.000401	0.999599	
A5HY68	OTHER	0.000197	0.999803	
A5HY71	OTHER	0.048611	0.951389	
A5HY79	OTHER	0.000910	0.999090	
A5HY91	OTHER	0.002042	0.997958	
A5HY93	OTHER	0.000496	0.999504	
A5HY97	OTHER	0.436832	0.563168	
A5HY98	OTHER	0.000924	0.999076	
A5HY99	OTHER	0.000751	0.999249	
A5HYA2	OTHER	0.000577	0.999423	
A5HYA3	OTHER	0.000957	0.999043	
A5HYA6	OTHER	0.001398	0.998602	
A5HYB7	OTHER	0.000800	0.999200	
A5HYB9	OTHER	0.000895	0.999105	
A5HYC4	OTHER	0.196401	0.803599	
A5HYC5	OTHER	0.001181	0.998819	
A5HYC7	OTHER	0.000661	0.999339	
A5HYD5	OTHER	0.000764	0.999236	
A5HYD9	OTHER	0.000880	0.999120	
A5HYE1	OTHER	0.007373	0.992627	
A5HYE2	OTHER	0.000613	0.999387	
A5HYF7	OTHER	0.000193	0.999807	
A5HYF8	OTHER	0.109282	0.890718	
A5HYG0	OTHER	0.001811	0.998189	
A5HYG5	OTHER	0.002502	0.997498	
A5HYG6	OTHER	0.000940	0.999060	
A5HYH1	OTHER	0.007721	0.992279	
A5HYI2	OTHER	0.001120	0.998880	
A5HYI7	OTHER	0.003224	0.996776	
A5HYI8	OTHER	0.000292	0.999708	
A5HYI9	OTHER	0.000988	0.999012	
A5HYJ7	OTHER	0.001149	0.998851	
A5HYK8	OTHER	0.000524	0.999476	
A5HYL1	OTHER	0.000578	0.999422	
A5HYL2	OTHER	0.000638	0.999362	
A5HYN0	OTHER	0.001646	0.998354	
A5HYN4	OTHER	0.000840	0.999160	
A5HYN9	OTHER	0.000524	0.999476	
A5HYP6	OTHER	0.000275	0.999725	
A5HYP7	OTHER	0.001080	0.998920	
A5HYQ3	OTHER	0.000653	0.999347	
A5HYQ9	OTHER	0.000168	0.999832	
A5HYR0	OTHER	0.002121	0.997879	
A5HYR2	OTHER	0.001574	0.998426	
A5HYR3	OTHER	0.000698	0.999302	
A5HYR5	OTHER	0.004388	0.995612	
A5HYR6	OTHER	0.134620	0.865380	
A5HYS1	SP(Sec/SPI)	0.982680	0.017320	CS pos: 22-23. VGC-DS. Pr: 0.5568
A5HYS8	SP(Sec/SPI)	0.988207	0.011793	CS pos: 24-25. CGS-KQ. Pr: 0.3294
A5HYS9	OTHER	0.001067	0.998933	
A5HYT7	OTHER	0.001732	0.998268	
A5HYT8	OTHER	0.010790	0.989210	
A5HYT9	OTHER	0.013546	0.986454	
A5HYV3	OTHER	0.000477	0.999523	
A5HYV6	OTHER	0.000788	0.999212	
A5HYW0	OTHER	0.179679	0.820321	
A5HYX7	OTHER	0.001531	0.998469	
A5HYY1	OTHER	0.003447	0.996553	
A5HYZ8	OTHER	0.003462	0.996538	
A5HZ16	OTHER	0.000886	0.999114	
A5HZ17	OTHER	0.000642	0.999358	
A5HZ22	OTHER	0.004805	0.995195	
A5HZ48	OTHER	0.000187	0.999813	
A5HZ49	SP(Sec/SPI)	0.856429	0.143571	CS pos: 30-31. VLA-VS. Pr: 0.5503
A5HZ55	OTHER	0.000143	0.999857	
A5HZ56	OTHER	0.000349	0.999651	
A5HZ60	OTHER	0.000360	0.999640	
A5HZ76	OTHER	0.001296	0.998704	
A5HZ86	OTHER	0.000381	0.999619	
A5HZ99	OTHER	0.001153	0.998847	
A5HZA6	OTHER	0.000486	0.999514	
A5HZA8	OTHER	0.013493	0.986507	
A5HZB8	OTHER	0.262152	0.737848	
A5HZD7	OTHER	0.004252	0.995748	
A5HZD9	OTHER	0.034598	0.965402	
A5HZE1	OTHER	0.000700	0.999300	
A5HZF1	OTHER	0.000269	0.999731	
A5HZF2	OTHER	0.077529	0.922471	
A5HZF4	OTHER	0.000213	0.999787	
A5HZF5	OTHER	0.031054	0.968946	
A5HZF8	OTHER	0.001918	0.998082	
A5HZI6	OTHER	0.001240	0.998760	
A5HZJ6	OTHER	0.000997	0.999003	
A5HZK5	OTHER	0.000893	0.999107	
A5HZL8	OTHER	0.000906	0.999094	
A5HZL9	OTHER	0.000588	0.999412	
A5HZM1	OTHER	0.001385	0.998615	
A5HZM9	SP(Sec/SPI)	0.994175	0.005825	CS pos: 23-24. CSG-SN. Pr: 0.6169
A5HZN3	OTHER	0.001410	0.998590	
A5HZN6	OTHER	0.077521	0.922479	
A5HZN9	OTHER	0.000924	0.999076	
A5HZP0	OTHER	0.001090	0.998910	
A5HZP1	OTHER	0.000150	0.999850	
A5HZP2	OTHER	0.000583	0.999417	
A5HZP4	OTHER	0.000699	0.999301	
A5HZQ4	OTHER	0.000385	0.999615	
A5HZQ5	OTHER	0.000519	0.999481	
A5HZR7	OTHER	0.000452	0.999548	
A5HZR9	OTHER	0.004565	0.995435	
A5HZU9	OTHER	0.000577	0.999423	
A5HZW9	OTHER	0.000232	0.999768	
A5HZX3	OTHER	0.033926	0.966074	
A5HZX9	OTHER	0.000649	0.999351	
A5HZY0	OTHER	0.019185	0.980815	
A5I005	OTHER	0.132980	0.867020	
A5I006	OTHER	0.139457	0.860543	
A5I011	OTHER	0.000777	0.999223	
A5I019	OTHER	0.001020	0.998980	
A5I022	OTHER	0.001168	0.998832	
A5I055	SP(Sec/SPI)	0.807963	0.192037	CS pos: 29-30. VRA-AE. Pr: 0.6005
A5I068	OTHER	0.001055	0.998945	
A5I073	OTHER	0.001995	0.998005	
A5I074	OTHER	0.004740	0.995260	
A5I089	OTHER	0.001563	0.998437	
A5I096	OTHER	0.001038	0.998962	
A5I097	OTHER	0.004368	0.995632	
A5I0A1	OTHER	0.001079	0.998921	
A5I0A5	OTHER	0.007012	0.992988	
A5I0A6	OTHER	0.013064	0.986936	
A5I0A8	SP(Sec/SPI)	0.949482	0.050518	CS pos: 23-24. AYA-MH. Pr: 0.8634
A5I0A9	SP(Sec/SPI)	0.778248	0.221752	CS pos: 27-28. ARG-GE. Pr: 0.6276
A5I0B3	OTHER	0.001421	0.998579	
A5I0C8	OTHER	0.001900	0.998100	
A5I0D9	OTHER	0.000785	0.999215	
A5I0E5	OTHER	0.007751	0.992249	
A5I0F2	OTHER	0.000336	0.999664	
A5I0F3	OTHER	0.001545	0.998455	
A5I0F4	SP(Sec/SPI)	0.932806	0.067194	CS pos: 27-28. ANS-KS. Pr: 0.3409
A5I0F5	OTHER	0.004266	0.995734	
A5I0G2	OTHER	0.000182	0.999818	
A5I0G3	OTHER	0.002043	0.997957	
A5I0G7	OTHER	0.001875	0.998125	
A5I0G8	OTHER	0.003085	0.996915	
A5I0H5	OTHER	0.001137	0.998863	
A5I0J4	OTHER	0.002064	0.997936	
A5I0J7	OTHER	0.032029	0.967971	
A5I0M2	OTHER	0.000790	0.999210	
A5I0M7	OTHER	0.000315	0.999685	
A5I0M8	OTHER	0.163089	0.836911	
A5I0N0	OTHER	0.000535	0.999465	
A5I0N3	OTHER	0.000693	0.999307	
A5I0N4	OTHER	0.479513	0.520487	
A5I0P6	OTHER	0.000367	0.999633	
A5I0Q0	SP(Sec/SPI)	0.929053	0.070947	CS pos: 29-30. VFA-SS. Pr: 0.8523
A5I0R4	OTHER	0.000351	0.999649	
A5I0R5	OTHER	0.000146	0.999854	
A5I0R9	OTHER	0.002484	0.997516	
A5I0S2	OTHER	0.000738	0.999262	
A5I0S4	SP(Sec/SPI)	0.992947	0.007053	CS pos: 21-22. ATS-AI. Pr: 0.4361
A5I0T0	OTHER	0.000752	0.999248	
A5I0T7	OTHER	0.001542	0.998458	
A5I0U1	OTHER	0.000130	0.999870	
A5I0U5	OTHER	0.001534	0.998466	
A5I0V2	OTHER	0.000505	0.999495	
A5I0W2	OTHER	0.000382	0.999618	
A5I0W6	OTHER	0.001537	0.998463	
A5I0W7	OTHER	0.000901	0.999099	
A5I0W8	OTHER	0.000848	0.999152	
A5I0X5	OTHER	0.005213	0.994787	
A5I0Z6	OTHER	0.000442	0.999558	
A5I106	OTHER	0.000462	0.999538	
A5I110	OTHER	0.029321	0.970679	
A5I118	OTHER	0.000275	0.999725	
A5I121	OTHER	0.001229	0.998771	
A5I130	OTHER	0.001705	0.998295	
A5I140	SP(Sec/SPI)	0.758282	0.241718	CS pos: 34-35. AFA-AN. Pr: 0.6774
A5I150	OTHER	0.004832	0.995168	
A5I151	OTHER	0.001163	0.998837	
A5I173	OTHER	0.001440	0.998560	
A5I194	OTHER	0.012485	0.987515	
A5I198	OTHER	0.000915	0.999085	
A5I199	OTHER	0.001217	0.998783	
A5I1A0	OTHER	0.000889	0.999111	
A5I1A4	OTHER	0.000719	0.999281	
A5I1A5	OTHER	0.000273	0.999727	
A5I1A6	OTHER	0.000609	0.999391	
A5I1C7	SP(Sec/SPI)	0.780901	0.219099	CS pos: 19-20. AFA-VS. Pr: 0.7071
A5I1C9	OTHER	0.000984	0.999016	
A5I1D8	OTHER	0.148052	0.851948	
A5I1D9	OTHER	0.000383	0.999617	
A5I1E0	OTHER	0.004583	0.995417	
A5I1F4	OTHER	0.001627	0.998373	
A5I1G2	OTHER	0.137011	0.862989	
A5I1G6	OTHER	0.001552	0.998448	
A5I1H9	OTHER	0.000501	0.999499	
A5I1K7	OTHER	0.003036	0.996964	
A5I1L0	OTHER	0.066260	0.933740	
A5I1L1	OTHER	0.000932	0.999068	
A5I1L9	OTHER	0.000400	0.999600	
A5I1M1	OTHER	0.023524	0.976476	
A5I1M2	OTHER	0.061852	0.938148	
A5I1M6	OTHER	0.000289	0.999711	
A5I1M7	OTHER	0.001468	0.998532	
A5I1N6	SP(Sec/SPI)	0.998374	0.001626	CS pos: 24-25. VFA-AG. Pr: 0.8608
A5I1P2	OTHER	0.000910	0.999090	
A5I1P6	OTHER	0.000426	0.999574	
A5I1R3	OTHER	0.000450	0.999550	
A5I1R9	OTHER	0.000479	0.999521	
A5I1S1	SP(Sec/SPI)	0.993347	0.006653	CS pos: 25-26. VYA-AE. Pr: 0.8442
A5I1S2	SP(Sec/SPI)	0.987077	0.012923	CS pos: 25-26. VSA-AP. Pr: 0.6448
A5I1S3	SP(Sec/SPI)	0.985697	0.014303	CS pos: 25-26. VSA-AP. Pr: 0.6414
A5I1S4	SP(Sec/SPI)	0.989277	0.010723	CS pos: 25-26. VYA-AP. Pr: 0.6596
A5I1S5	SP(Sec/SPI)	0.985037	0.014963	CS pos: 25-26. VSA-AP. Pr: 0.5429
A5I1S6	OTHER	0.000698	0.999302	
A5I1S7	OTHER	0.017403	0.982597	
A5I1S8	OTHER	0.001190	0.998810	
A5I1T1	OTHER	0.007153	0.992847	
A5I1T2	OTHER	0.001080	0.998920	
A5I1T3	OTHER	0.000359	0.999641	
A5I1U0	OTHER	0.002578	0.997422	
A5I1U4	OTHER	0.000461	0.999539	
A5I1U5	OTHER	0.000429	0.999571	
A5I1V0	OTHER	0.001027	0.998973	
A5I1V5	OTHER	0.000170	0.999830	
A5I1V6	OTHER	0.000412	0.999588	
A5I1V7	OTHER	0.005580	0.994420	
A5I1V8	OTHER	0.003159	0.996841	
A5I1W1	SP(Sec/SPI)	0.978330	0.021670	CS pos: 23-24. ANG-KV. Pr: 0.6251
A5I1W2	OTHER	0.004961	0.995039	
A5I1X3	OTHER	0.001771	0.998229	
A5I1Y2	OTHER	0.000810	0.999190	
A5I1Y4	OTHER	0.001675	0.998325	
A5I203	OTHER	0.162933	0.837067	
A5I221	OTHER	0.000373	0.999627	
A5I229	OTHER	0.001049	0.998951	
A5I239	OTHER	0.000341	0.999659	
A5I240	OTHER	0.000774	0.999226	
A5I242	OTHER	0.000689	0.999311	
A5I244	OTHER	0.001537	0.998463	
A5I245	OTHER	0.001025	0.998975	
A5I248	OTHER	0.000408	0.999592	
A5I259	OTHER	0.000315	0.999685	
A5I260	OTHER	0.002143	0.997857	
A5I261	OTHER	0.000237	0.999763	
A5I266	OTHER	0.001111	0.998889	
A5I276	OTHER	0.001984	0.998016	
A5I283	OTHER	0.092514	0.907486	
A5I284	OTHER	0.000314	0.999686	
A5I291	OTHER	0.000880	0.999120	
A5I2A0	OTHER	0.000819	0.999181	
A5I2A3	OTHER	0.002184	0.997816	
A5I2A4	OTHER	0.003275	0.996725	
A5I2A5	OTHER	0.000448	0.999552	
A5I2A6	OTHER	0.000326	0.999674	
A5I2A7	OTHER	0.000465	0.999535	
A5I2A8	OTHER	0.000575	0.999425	
A5I2A9	OTHER	0.001434	0.998566	
A5I2R5	OTHER	0.000230	0.999770	
A5I2R9	OTHER	0.000448	0.999552	
A5I2S1	OTHER	0.000664	0.999336	
A5I2S2	OTHER	0.000660	0.999340	
A5I2S6	OTHER	0.001358	0.998642	
A5I2T0	OTHER	0.002004	0.997996	
A5I2T1	OTHER	0.000669	0.999331	
A5I2T3	OTHER	0.000523	0.999477	
A5I2T5	OTHER	0.000708	0.999292	
A5I2U2	OTHER	0.452415	0.547585	
